10706_Hap5,21.4141378
11017_Ume6,21.34192209
11289_Fkh1,4.597010441
11754_Rpd3,13.28815939
11760_Eaf3,8.277004976
11761_Pho23,5.401862763
11796_Gal4,60.28091625
11804_Hal9,2.911793419
11805_Hap2,4.839485695
11806_Met31,6.064098326
11808_Stp1,2.61408652
11809_Sum1,3.370373829
11825_Tbf1,1.082863557
11826_Gcn5,4.432068873
11847_Hir2,4.252568916
11852_Sgf11,11.58771077
11855_Rsc58,2.115377913
11858_Snf6,6.178802107
11879_Srb8,23.50342694
11917_War1,2.611966311
11918_Stb5,2.9045815
11929_Stp4,5.991326351
11939_Snt2,2.940483806
11941_Rpn4,3.294244062
11942_Aft2,7.590322192
11976_Rtg3,134.533281
11982_Yap5,61.47365362
11983_Zap1,26.03494679
11990_Met4,24.7915386
11997_Sut1,33.91030516
12000_Swi4,10.12579002
12002_Yap7,18.62473453
12003_Cha4,37.09152258
12006_Mac1,12.01337593
12027_Ume1,11.11615858
12050_Srb4,4.305563304
12052_Nhp6a,1.51795702
12055_Pgd1,10.89816754
12059_Swi5,37.29486849
12065_Rsc1,4.110457393
12079_Rsc8,2.385438603
12080_Snf2,3.566487327
12083_Med4,11.86082952
12084_Med2,9.158066204
12102_Swi3,5.056004852
12124_Rgr1,3.918764893
12276_Rsc9,11.14923302
12441_Mcm1,4.420569708
12446_Yng2,3.529875938
12449_Gcr1,6.105118524
12450_Sfp1,5.173694488
12459_Sgf73,3.868137142
12464_Met32,9.875288929
12467_Reb1,2.521038425
12470_Med6,16.22447365
12836_Hmo1,4.084473429
12862_Ste12,5.461204036
12872_Put3,3.185010104
12876_Crz1,7.086907884
12878_Nrm1,4.675159405
12933_Rxt1,11.09977588
12937_Mbp1,13.67395777
12938_Rfx1,7.966554472
12942_Rxt3,14.18933346
13138_Fzf1,10.05536583
13141_Hot1,24.8063528
13142_Eaf5,4.93967776
13150_Rlm1,51.3311234
13210_Cyc8,9.088969873
13782_Tup1,4.566962071
13800_Spt8,7.451475204
13809_Sok2,14.17952451
13817_Cse2,11.3571558
14162_Tbs1,13.73516545
14197_Rcs1,5.607388144
14262_Ssn2,8.584289384
14355_Oaf3,35.98166812
14363_Gzf3,11.29895152
14369_Tea1,9.336843131
14406_Whi5,38.35202994
14428_Lys14,6.371089574
14459_Sfl1,38.96222753
14469_Aro80,17.74123033
14492_Kar4,5.653285722
14777_Cad1,15.1957881
14783_Stb1,31.39920233
14792_Eaf6,14.49084034
14812_Nrg1,11.45238992
14829_Vid21,3.357103271
14855_Hap1,9.14984752
14968_Rds2,5.414096548
14969_Skn7,5.5068488
14973_Matalpha2,4.613909298
14978_Snf11,16.06956454
14981_Ubp8,14.50795148
14989_Hpc2,8.300015012
15001_Cln1,14.5554339
15218_Mss11,14.1067719
15254_Abf1,8.006075928
15258_Rap1,6.417202866
15649_Bas1,2.460516486
15653_Ino4,5.45010924
15654_Sko1,2.491589258
15669_Leu3,3.926776859
15774_Spt3,12.8002212
15789_Hir3,4.542249895
15805_Sth1,2.895571189
15807_Rsc6,2.058867897
15808_Rsc3,2.130971809
16021_Ace2,6.654453673
16023_Nrg2,3.519331781
16043_Med11,8.363425399
16224_Vid22,88.51790964
17018_Phd1,7.07507297
17019_Ada2,4.189988333
17035_Stp2,5.217473532
17040_Gis1,5.945017708
17048_Rsc30,5.855670892
17054_Yrr1,9.119689988
17127_Gal11,7.589332377
17156_Sap30,2.142263884
17159_Ecm5,3.878016812
17767_Ngg1,9.245069037
17769_Pdr3,18.88715616
17787_Ssn8,5.301717517
17798_Spt20,15.30350284
17848_Soh1,6.683063586
17849_Hms2,12.30800514
17853_Rxt2,7.976590443
17856_Sin3,13.01801675
17859_Swi1,10.20541255
17861_Sin4,10.63225124
17863_Nut2,6.315226472
17865_Hir1,7.622878368
17869_Mig1,3.848212698
17870_Dig1,2.213772195
17878_Yap1,4.058615474
17879_Srb5,13.47705888
17880_Tda9,5.049106174
17886_Stb3,6.724473679
17890_Cin5,4.690237604
17968_Fkh2,7.587751102
17971_Ino2,7.356932805
18001_Swi6,3.353254126
18458_Urc2,3.874271629
18470_Srb6,22.85550031
18475_Spt7,6.156989937
18476_Pip2,25.30877589
18477_Esa1,3.103582251
18485_Nut1,4.133179719
18487_Ecm22,5.165900635
18488_Gcn4,25.15036971
18493_Mig2,5.158692453
18494_Hap3,4.166811573
18497_Pdr1,7.269061874
18501_Cup9,9.152367358
18503_Stb4,3.968372554
19305_Azf1,23.94435881
20426_Dat1,3.334399621
20435_Htl1,3.241516997
20451_Sfh1,3.815528155
24636_Cbf1,4.006039975
8581_Hsf1,80.91901727
8584_Msn2,15.29297802
8934_Ifh1,3.839378284
8944_Fhl1,5.403242544
